X [s],Avanti sensor 5: EMG 5 [V],X [s],Avanti sensor 5: ACC.X 5 [g],X [s],Avanti sensor 5: ACC.Y 5 [g],X [s],Avanti sensor 5: ACC.Z 5 [g],X [s],Avanti sensor 6: EMG 6 [V],X [s],Avanti sensor 6: ACC.X 6 [g],X [s],Avanti sensor 6: ACC.Y 6 [g],X [s],Avanti sensor 6: ACC.Z 6 [g],X [s],Avanti sensor 7: EMG 7 [V],X [s],Avanti sensor 7: ACC.X 7 [g],X [s],Avanti sensor 7: ACC.Y 7 [g],X [s],Avanti sensor 7: ACC.Z 7 [g],X [s],Avanti sensor 8: EMG 8 [V],X [s],Avanti sensor 8: ACC.X 8 [g],X [s],Avanti sensor 8: ACC.Y 8 [g],X [s],Avanti sensor 8: ACC.Z 8 [g]
0.00675,0,0.08775,0,0.08775,0,0.08775,0,0.00675,0,0.08775,0,0.08775,0,0.08775,0,0.00675,0,0.08775,0,0.08775,0,0.08775,0,0.00675,0,0.08775,0,0.08775,0,0.08775,0
0.007269231,0,0.0945,-0.024170291,0.0945,-1.047379255,0.0945,-0.298100233,0.007269231,0,0.0945,0.281986713,0.0945,-0.914442658,0.0945,-0.563973427,0.007269231,0,0.0945,0.519661248,0.0945,-0.910414279,0.0945,-0.209475845,0.007269231,0,0.0945,-0.040283818,0.0945,-1.079606295,0.0945,0.124879837
0.007788462,0,0.10125,0.016113527,0.10125,-1.071549535,0.10125,-0.294071853,0.007788462,0,0.10125,0.322270542,0.10125,-0.938612938,0.10125,-0.563973427,0.007788462,0,0.10125,0.620370805,0.10125,-0.910414279,0.10125,-0.261844814,0.007788462,0,0.10125,0.088624395,0.10125,-1.123918533,0.10125,0.173220411
0.008307692,0,0.108,0.068482488,0.108,-1.099748254,0.108,-0.314213783,0.008307692,0,0.108,0.350469202,0.108,-0.966811597,0.108,-0.547859907,0.008307692,0,0.108,0.692881644,0.108,-0.906385899,0.108,-0.318242162,0.008307692,0,0.108,0.161135271,0.108,-1.144060373,0.108,0.157106891
0.008826923,0,0.11475,0.10876631,0.11475,-1.115861773,0.11475,-0.310185403,0.008826923,0,0.11475,0.362554342,0.11475,-0.966811597,0.11475,-0.539803147,0.008826923,0,0.11475,0.729137063,0.11475,-0.902357519,0.11475,-0.318242162,0.008826923,0,0.11475,0.177248791,0.11475,-1.136003613,0.11475,0.084596016
0.009346154,0,0.1215,0.11279469,0.1215,-1.115861773,0.1215,-0.314213783,0.009346154,0,0.1215,0.358525962,0.1215,-0.966811597,0.1215,-0.539803147,0.009346154,0,0.1215,0.704966784,0.1215,-0.914442658,0.1215,-0.249759674,0.009346154,0,0.1215,0.149050117,0.1215,-1.115861773,0.1215,0.028198672
0.009865385,0,0.12825,0.10876631,0.12825,-1.099748254,0.12825,-0.314213783,0.009865385,0,0.12825,0.358525962,0.12825,-0.962783217,0.12825,-0.551888287,0.009865385,0,0.12825,0.644541085,0.12825,-0.938612938,0.12825,-0.173220411,0.009865385,0,0.12825,0.064454108,0.12825,-1.095719814,0.12825,0.040283818
0.010384615,0,0.135,0.080567636,0.135,-1.079606295,0.135,-0.318242162,0.010384615,0,0.135,0.346440822,0.135,-0.974868357,0.135,-0.515632868,0.010384615,0,0.135,0.563973427,0.135,-0.962783217,0.135,-0.132936597,0.010384615,0,0.135,0.008056764,0.135,-1.079606295,0.135,0.048340581
0.010903846,0,0.14175,0.032227054,0.14175,-1.071549535,0.14175,-0.281986713,0.010903846,0,0.14175,0.298100233,0.14175,-0.986953497,0.14175,-0.487434179,0.010903846,0,0.14175,0.483405799,0.14175,-0.970839977,0.14175,-0.12085145,0.010903846,0,0.14175,-0.104737923,0.14175,-1.035294056,0.14175,0.032227054
0.011423077,0,0.1485,-0.012085145,0.1485,-1.071549535,0.1485,-0.273929954,0.011423077,0,0.1485,0.22961776,0.1485,-0.990981877,0.1485,-0.447150379,0.011423077,0,0.1485,0.40686655,0.1485,-0.966811597,0.1485,-0.088624395,0.011423077,0,0.1485,-0.193362325,0.1485,-0.999038696,0.1485,-0.032227054
0.011942308,0,0.15525,-0.028198672,0.15525,-1.071549535,0.15525,-0.290043473,0.011942308,0,0.15525,0.181277171,0.15525,-0.974868357,0.15525,-0.43909362,0.011942308,0,0.15525,0.362554342,0.15525,-0.982925117,0.15525,-0.028198672,0.011942308,0,0.15525,-0.241702899,0.15525,-0.990981877,0.15525,-0.104737923
0.012461538,0,0.162,-0.032227054,0.162,-1.063492775,0.162,-0.253788054,0.012461538,0,0.162,0.177248791,0.162,-0.970839977,0.162,-0.43909362,0.012461538,0,0.162,0.354497582,0.162,-0.990981877,0.162,-0.016113527,0.012461538,0,0.162,-0.265873194,0.162,-0.982925117,0.162,-0.132936597
0.012980769,0,0.16875,-0.024170291,0.16875,-1.063492775,0.16875,-0.245731279,0.012980769,0,0.16875,0.189333946,0.16875,-0.982925117,0.16875,-0.41895169,0.012980769,0,0.16875,0.338384062,0.16875,-0.990981877,0.16875,-0.032227054,0.012980769,0,0.16875,-0.265873194,0.16875,-0.986953497,0.16875,-0.11682307
0.0135,0,0.1755,-0.004028382,0.1755,-1.059464335,0.1755,-0.277958333,0.0135,0,0.1755,0.213504225,0.1755,-0.986953497,0.1755,-0.40686655,0.0135,0,0.1755,0.350469202,0.1755,-0.974868357,0.1755,-0.044312198,0.0135,0,0.1755,-0.23364614,0.1755,-1.003067017,0.1755,-0.096681163
0.014019231,0,0.18225,0.036255434,0.18225,-1.063492775,0.18225,-0.281986713,0.014019231,0,0.18225,0.23364614,0.18225,-0.974868357,0.18225,-0.41492331,0.014019231,0,0.18225,0.402838171,0.18225,-0.942641318,0.18225,-0.052368961,0.014019231,0,0.18225,-0.181277171,0.18225,-1.031265736,0.18225,-0.060425725
0.014538462,0,0.189,0.064454108,0.189,-1.067521214,0.189,-0.290043473,0.014538462,0,0.189,0.273929954,0.189,-0.942641318,0.189,-0.43909362,0.014538462,0,0.189,0.475349039,0.189,-0.902357519,0.189,-0.064454108,0.014538462,0,0.189,-0.140993357,0.189,-1.055436015,0.189,-0.032227054
0.015057692,0,0.19575,0.124879837,0.19575,-1.063492775,0.19575,-0.322270542,0.015057692,0,0.19575,0.342412442,0.19575,-0.930556178,0.19575,-0.41895169,0.015057692,0,0.19575,0.547859907,0.19575,-0.894300759,0.19575,-0.048340581,0.015057692,0,0.19575,-0.128908217,0.19575,-1.059464335,0.19575,-0.036255434
0.015576923,0,0.2025,0.177248791,0.2025,-1.055436015,0.2025,-0.318242162,0.015576923,0,0.2025,0.382696271,0.2025,-0.946669698,0.2025,-0.40686655,0.015576923,0,0.2025,0.624399185,0.2025,-0.898329139,0.2025,-0.036255434,0.015576923,0,0.2025,-0.153078511,0.2025,-1.039322495,0.2025,-0.072510868
0.016096154,0,0.20925,0.193362325,0.20925,-1.059464335,0.20925,-0.314213783,0.016096154,0,0.20925,0.386724651,0.20925,-0.954726458,0.20925,-0.40686655,0.016096154,0,0.20925,0.644541085,0.20925,-0.898329139,0.20925,-0.044312198,0.016096154,0,0.20925,-0.193362325,0.20925,-1.019180536,0.20925,-0.104737923
0.016615385,0,0.216,0.189333946,0.216,-1.067521214,0.216,-0.334355682,0.016615385,0,0.216,0.370611131,0.216,-0.962783217,0.216,-0.390753031,0.016615385,0,0.216,0.612314045,0.216,-0.894300759,0.216,-0.044312198,0.016615385,0,0.216,-0.213504225,0.216,-1.011123776,0.216,-0.10876631
0.017134615,0,0.22275,0.153078511,0.22275,-1.067521214,0.22275,-0.334355682,0.017134615,0,0.22275,0.338384062,0.22275,-0.950698078,0.22275,-0.402838171,0.017134615,0,0.22275,0.559945047,0.22275,-0.898329139,0.22275,-0.028198672,0.017134615,0,0.22275,-0.21753262,0.22275,-1.011123776,0.22275,-0.080567636
0.017653846,0,0.2295,0.100709543,0.2295,-1.063492775,0.2295,-0.326298922,0.017653846,0,0.2295,0.322270542,0.2295,-0.942641318,0.2295,-0.41895169,0.017653846,0,0.2295,0.507576108,0.2295,-0.898329139,0.2295,-0.012085145,0.017653846,0,0.2295,-0.209475845,0.2295,-1.019180536,0.2295,-0.040283818
0.018173077,0,0.23625,0.060425725,0.23625,-1.059464335,0.23625,-0.334355682,0.018173077,0,0.23625,0.306157023,0.23625,-0.934584558,0.23625,-0.41492331,0.018173077,0,0.23625,0.487434179,0.23625,-0.902357519,0.23625,-0.004028382,0.018173077,0,0.23625,-0.22558938,0.23625,-1.027237296,0.23625,-0.036255434
0.018692308,0,0.243,0.064454108,0.243,-1.051407576,0.243,-0.318242162,0.018692308,0,0.243,0.306157023,0.243,-0.946669698,0.243,-0.386724651,0.018692308,0,0.243,0.471320659,0.243,-0.910414279,0.243,0.012085145,0.018692308,0,0.243,-0.253788054,0.243,-1.023208976,0.243,-0.060425725
0.019211538,0,0.24975,0.076539256,0.24975,-1.051407576,0.24975,-0.302128643,0.019211538,0,0.24975,0.302128643,0.24975,-0.954726458,0.24975,-0.394781411,0.019211538,0,0.24975,0.471320659,0.24975,-0.930556178,0.24975,0.008056764,0.019211538,0,0.24975,-0.281986713,0.24975,-1.015152216,0.24975,-0.076539256
0.019730769,0,0.2565,0.072510868,0.2565,-1.051407576,0.2565,-0.294071853,0.019730769,0,0.2565,0.302128643,0.2565,-0.962783217,0.2565,-0.40686655,0.019730769,0,0.2565,0.459235519,0.2565,-0.942641318,0.2565,-0.036255434,0.019730769,0,0.2565,-0.273929954,0.2565,-0.999038696,0.2565,-0.076539256
0.02025,0,0.26325,0.060425725,0.26325,-1.047379255,0.26325,-0.286015093,0.02025,0,0.26325,0.281986713,0.26325,-0.966811597,0.26325,-0.41492331,0.02025,0,0.26325,0.43103683,0.26325,-0.938612938,0.26325,-0.048340581,0.02025,0,0.26325,-0.221561,0.26325,-0.974868357,0.26325,-0.060425725
0.020769231,0,0.27,0.028198672,0.27,-1.047379255,0.27,-0.281986713,0.020769231,0,0.27,0.265873194,0.27,-0.954726458,0.27,-0.41492331,0.020769231,0,0.27,0.41089493,0.27,-0.926527798,0.27,-0.052368961,0.020769231,0,0.27,-0.161135271,0.27,-0.986953497,0.27,-0.040283818
0.021288462,0,0.27675,0.012085145,0.27675,-1.035294056,0.27675,-0.277958333,0.021288462,0,0.27675,0.261844814,0.27675,-0.934584558,0.27675,-0.42700845,0.021288462,0,0.27675,0.41492331,0.27675,-0.926527798,0.27675,-0.064454108,0.021288462,0,0.27675,-0.12085145,0.27675,-1.015152216,0.27675,-0.032227054
0.021807692,0,0.2835,0.020141909,0.2835,-1.027237296,0.2835,-0.261844814,0.021807692,0,0.2835,0.269901574,0.2835,-0.934584558,0.2835,-0.42298007,0.021807692,0,0.2835,0.443122,0.2835,-0.922499418,0.2835,-0.072510868,0.021807692,0,0.2835,-0.10876631,0.2835,-1.031265736,0.2835,-0.048340581
0.022326923,0,0.29025,0.048340581,0.29025,-1.027237296,0.29025,-0.265873194,0.022326923,0,0.29025,0.281986713,0.29025,-0.954726458,0.29025,-0.398809791,0.022326923,0,0.29025,0.459235519,0.29025,-0.922499418,0.29025,-0.076539256,0.022326923,0,0.29025,-0.128908217,0.29025,-1.027237296,0.29025,-0.068482488
0.022846154,0,0.297,0.076539256,0.297,-1.031265736,0.297,-0.286015093,0.022846154,0,0.297,0.290043473,0.297,-0.958754838,0.297,-0.398809791,0.022846154,0,0.297,0.467292279,0.297,-0.942641318,0.297,-0.072510868,0.022846154,0,0.297,-0.149050117,0.297,-1.027237296,0.297,-0.072510868
0.023365385,0,0.30375,0.056397345,0.30375,-1.039322495,0.30375,-0.290043473,0.023365385,0,0.30375,0.294071853,0.30375,-0.958754838,0.30375,-0.43103683,0.023365385,0,0.30375,0.463263899,0.30375,-0.954726458,0.30375,-0.072510868,0.023365385,0,0.30375,-0.177248791,0.30375,-1.007095456,0.30375,-0.068482488
0.023884615,0,0.3105,0.012085145,0.3105,-1.043350816,0.3105,-0.273929954,0.023884615,0,0.3105,0.294071853,0.3105,-0.962783217,0.3105,-0.443122,0.023884615,0,0.3105,0.43506524,0.3105,-0.962783217,0.3105,-0.076539256,0.023884615,0,0.3105,-0.181277171,0.3105,-0.995010257,0.3105,-0.052368961
0.024403846,0,0.31725,-0.012085145,0.31725,-1.043350816,0.31725,-0.265873194,0.024403846,0,0.31725,0.273929954,0.31725,-0.970839977,0.31725,-0.42298007,0.024403846,0,0.31725,0.402838171,0.31725,-0.962783217,0.31725,-0.076539256,0.024403846,0,0.31725,-0.165163651,0.31725,-0.999038696,0.31725,-0.044312198
0.024923077,0,0.324,-0.024170291,0.324,-1.039322495,0.324,-0.257816434,0.024923077,0,0.324,0.241702899,0.324,-0.974868357,0.324,-0.41492331,0.024923077,0,0.324,0.374639511,0.324,-0.966811597,0.324,-0.072510868,0.024923077,0,0.324,-0.149050117,0.324,-1.015152216,0.324,-0.044312198
0.025442308,0,0.33075,-0.020141909,0.33075,-1.047379255,0.33075,-0.253788054,0.025442308,0,0.33075,0.22558938,0.33075,-0.966811597,0.33075,-0.43506524,0.025442308,0,0.33075,0.370611131,0.33075,-0.974868357,0.33075,-0.088624395,0.025442308,0,0.33075,-0.128908217,0.33075,-1.027237296,0.33075,-0.040283818
0.025961538,0,0.3375,-0.024170291,0.3375,-1.047379255,0.3375,-0.257816434,0.025961538,0,0.3375,0.23364614,0.3375,-0.974868357,0.3375,-0.43506524,0.025961538,0,0.3375,0.378667891,0.3375,-0.978896737,0.3375,-0.076539256,0.025961538,0,0.3375,-0.124879837,0.3375,-1.035294056,0.3375,-0.048340581
0.026480769,0,0.34425,-0.016113527,0.34425,-1.047379255,0.34425,-0.261844814,0.026480769,0,0.34425,0.257816434,0.34425,-0.982925117,0.34425,-0.43103683,0.026480769,0,0.34425,0.386724651,0.34425,-0.990981877,0.34425,-0.064454108,0.026480769,0,0.34425,-0.145021737,0.34425,-1.023208976,0.34425,-0.068482488
0.027,0,0.351,-0.012085145,0.351,-1.047379255,0.351,-0.261844814,0.027,0,0.351,0.269901574,0.351,-0.990981877,0.351,-0.43909362,0.027,0,0.351,0.390753031,0.351,-0.999038696,0.351,-0.072510868,0.027,0,0.351,-0.157106891,0.351,-1.007095456,0.351,-0.072510868
0.027519231,0,0.35775,-0.024170291,0.35775,-1.051407576,0.35775,-0.257816434,0.027519231,0,0.35775,0.253788054,0.35775,-0.995010257,0.35775,-0.443122,0.027519231,0,0.35775,0.390753031,0.35775,-0.995010257,0.35775,-0.100709543,0.027519231,0,0.35775,-0.140993357,0.35775,-1.007095456,0.35775,-0.036255434
0.028038462,0,0.3645,-0.024170291,0.3645,-1.059464335,0.3645,-0.249759674,0.028038462,0,0.3645,0.245731279,0.3645,-0.995010257,0.3645,-0.443122,0.028038462,0,0.3645,0.40686655,0.3645,-0.978896737,0.3645,-0.10876631,0.028038462,0,0.3645,-0.11682307,0.3645,-1.035294056,0.3645,-0.016113527
0.028557692,0,0.37125,-0.020141909,0.37125,-1.059464335,0.37125,-0.261844814,0.028557692,0,0.37125,0.245731279,0.37125,-0.978896737,0.37125,-0.43909362,0.028557692,0,0.37125,0.42700845,0.37125,-0.974868357,0.37125,-0.092652783,0.028557692,0,0.37125,-0.104737923,0.37125,-1.055436015,0.37125,-0.020141909
0.029076923,0,0.378,0.012085145,0.378,-1.051407576,0.378,-0.269901574,0.029076923,0,0.378,0.269901574,0.378,-0.970839977,0.378,-0.447150379,0.029076923,0,0.378,0.43909362,0.378,-0.970839977,0.378,-0.084596016,0.029076923,0,0.378,-0.10876631,0.378,-1.055436015,0.378,-0.032227054
0.029596154,0,0.38475,0.048340581,0.38475,-1.047379255,0.38475,-0.286015093,0.029596154,0,0.38475,0.302128643,0.38475,-0.974868357,0.38475,-0.41895169,0.029596154,0,0.38475,0.467292279,0.38475,-0.966811597,0.38475,-0.084596016,0.029596154,0,0.38475,-0.124879837,0.38475,-1.039322495,0.38475,-0.056397345
0.030115385,0,0.3915,0.064454108,0.3915,-1.047379255,0.3915,-0.290043473,0.030115385,0,0.3915,0.314213783,0.3915,-0.986953497,0.3915,-0.42298007,0.030115385,0,0.3915,0.491462559,0.3915,-0.966811597,0.3915,-0.076539256,0.030115385,0,0.3915,-0.136964977,0.3915,-1.019180536,0.3915,-0.064454108
0.030634615,0,0.39825,0.064454108,0.39825,-1.059464335,0.39825,-0.286015093,0.030634615,0,0.39825,0.310185403,0.39825,-0.978896737,0.39825,-0.43909362,0.030634615,0,0.39825,0.499519348,0.39825,-0.966811597,0.39825,-0.072510868,0.030634615,0,0.39825,-0.136964977,0.39825,-1.023208976,0.39825,-0.048340581
0.031153846,0,0.405,0.056397345,0.405,-1.063492775,0.405,-0.290043473,0.031153846,0,0.405,0.310185403,0.405,-0.974868357,0.405,-0.42700845,0.031153846,0,0.405,0.487434179,0.405,-0.958754838,0.405,-0.080567636,0.031153846,0,0.405,-0.140993357,0.405,-1.031265736,0.405,-0.032227054
0.031673077,0,0.41175,0.052368961,0.41175,-1.055436015,0.41175,-0.294071853,0.031673077,0,0.41175,0.302128643,0.41175,-0.982925117,0.41175,-0.41089493,0.031673077,0,0.41175,0.479377419,0.41175,-0.962783217,0.41175,-0.068482488,0.031673077,0,0.41175,-0.157106891,0.41175,-1.031265736,0.41175,-0.040283818
0.032192308,0,0.4185,0.044312198,0.4185,-1.051407576,0.4185,-0.290043473,0.032192308,0,0.4185,0.290043473,0.4185,-0.978896737,0.4185,-0.43506524,0.032192308,0,0.4185,0.471320659,0.4185,-0.970839977,0.4185,-0.068482488,0.032192308,0,0.4185,-0.173220411,0.4185,-1.019180536,0.4185,-0.048340581
0.032711538,0,0.42525,0.024170291,0.42525,-1.051407576,0.42525,-0.273929954,0.032711538,0,0.42525,0.294071853,0.42525,-0.974868357,0.42525,-0.43506524,0.032711538,0,0.42525,0.43506524,0.42525,-0.974868357,0.42525,-0.080567636,0.032711538,0,0.42525,-0.173220411,0.42525,-1.007095456,0.42525,-0.044312198
0.033230769,0,0.432,0,0.432,-1.047379255,0.432,-0.277958333,0.033230769,0,0.432,0.286015093,0.432,-0.974868357,0.432,-0.42700845,0.033230769,0,0.432,0.42298007,0.432,-0.966811597,0.432,-0.084596016,0.033230769,0,0.432,-0.153078511,0.432,-1.007095456,0.432,-0.036255434
0.03375,0,0.43875,0,0.43875,-1.047379255,0.43875,-0.277958333,0.03375,0,0.43875,0.273929954,0.43875,-0.970839977,0.43875,-0.42298007,0.03375,0,0.43875,0.42700845,0.43875,-0.962783217,0.43875,-0.076539256,0.03375,0,0.43875,-0.132936597,0.43875,-1.015152216,0.43875,-0.040283818
0.034269231,0,0.4455,0.012085145,0.4455,-1.043350816,0.4455,-0.286015093,0.034269231,0,0.4455,0.281986713,0.4455,-0.966811597,0.4455,-0.42298007,0.034269231,0,0.4455,0.443122,0.4455,-0.958754838,0.4455,-0.072510868,0.034269231,0,0.4455,-0.140993357,0.4455,-1.027237296,0.4455,-0.044312198
0.034788462,0,0.45225,0.032227054,0.45225,-1.043350816,0.45225,-0.281986713,0.034788462,0,0.45225,0.302128643,0.45225,-0.978896737,0.45225,-0.41089493,0.034788462,0,0.45225,0.459235519,0.45225,-0.958754838,0.45225,-0.072510868,0.034788462,0,0.45225,-0.161135271,0.45225,-1.031265736,0.45225,-0.048340581
0.035307692,0,0.459,0.064454108,0.459,-1.047379255,0.459,-0.281986713,0.035307692,0,0.459,0.310185403,0.459,-0.982925117,0.459,-0.398809791,0.035307692,0,0.459,0.479377419,0.459,-0.962783217,0.459,-0.064454108,0.035307692,0,0.459,-0.169192031,0.459,-1.023208976,0.459,-0.056397345
0.035826923,0,0.46575,0.072510868,0.46575,-1.051407576,0.46575,-0.294071853,0.035826923,0,0.46575,0.310185403,0.46575,-0.990981877,0.46575,-0.402838171,0.035826923,0,0.46575,0.475349039,0.46575,-0.970839977,0.46575,-0.052368961,0.035826923,0,0.46575,-0.173220411,0.46575,-1.011123776,0.46575,-0.052368961
0.036346154,0,0.4725,0.060425725,0.4725,-1.055436015,0.4725,-0.302128643,0.036346154,0,0.4725,0.294071853,0.4725,-0.990981877,0.4725,-0.42298007,0.036346154,0,0.4725,0.463263899,0.4725,-0.978896737,0.4725,-0.056397345,0.036346154,0,0.4725,-0.165163651,0.4725,-1.011123776,0.4725,-0.048340581
0.036865385,0,0.47925,0.024170291,0.47925,-1.063492775,0.47925,-0.306157023,0.036865385,0,0.47925,0.294071853,0.47925,-0.995010257,0.47925,-0.42298007,0.036865385,0,0.47925,0.459235519,0.47925,-0.982925117,0.47925,-0.072510868,0.036865385,0,0.47925,-0.165163651,0.47925,-1.015152216,0.47925,-0.040283818
0.037384615,0,0.486,0.012085145,0.486,-1.071549535,0.486,-0.290043473,0.037384615,0,0.486,0.294071853,0.486,-1.003067017,0.486,-0.41895169,0.037384615,0,0.486,0.463263899,0.486,-0.986953497,0.486,-0.072510868,0.037384615,0,0.486,-0.177248791,0.486,-1.023208976,0.486,-0.052368961
0.037903846,0,0.49275,0.012085145,0.49275,-1.067521214,0.49275,-0.281986713,0.037903846,0,0.49275,0.298100233,0.49275,-1.003067017,0.49275,-0.42298007,0.037903846,0,0.49275,0.463263899,0.49275,-0.990981877,0.49275,-0.080567636,0.037903846,0,0.49275,-0.193362325,0.49275,-1.035294056,0.49275,-0.044312198
0.038423077,0,0.4995,0.020141909,0.4995,-1.067521214,0.4995,-0.302128643,0.038423077,0,0.4995,0.310185403,0.4995,-0.999038696,0.4995,-0.43103683,0.038423077,0,0.4995,0.459235519,0.4995,-0.982925117,0.4995,-0.096681163,0.038423077,0,0.4995,-0.197390705,0.4995,-1.039322495,0.4995,-0.024170291
0.038942308,0,0.50625,0.016113527,0.50625,-1.059464335,0.50625,-0.314213783,0.038942308,0,0.50625,0.314213783,0.50625,-0.995010257,0.50625,-0.43506524,0.038942308,0,0.50625,0.459235519,0.50625,-0.982925117,0.50625,-0.072510868,0.038942308,0,0.50625,-0.177248791,0.50625,-1.027237296,0.50625,-0.016113527
0.039461538,0,0.513,0,0.513,-1.055436015,0.513,-0.306157023,0.039461538,0,0.513,0.306157023,0.513,-0.995010257,0.513,-0.42700845,0.039461538,0,0.513,0.451178759,0.513,-0.982925117,0.513,-0.076539256,0.039461538,0,0.513,-0.161135271,0.513,-1.007095456,0.513,-0.024170291
0.039980769,0,0.51975,-0.008056764,0.51975,-1.051407576,0.51975,-0.294071853,0.039980769,0,0.51975,0.290043473,0.51975,-0.990981877,0.51975,-0.43506524,0.039980769,0,0.51975,0.43909362,0.51975,-0.982925117,0.51975,-0.096681163,0.039980769,0,0.51975,-0.165163651,0.51975,-0.990981877,0.51975,-0.028198672
0.0405,0,0.5265,-0.016113527,0.5265,-1.055436015,0.5265,-0.290043473,0.0405,0,0.5265,0.281986713,0.5265,-0.986953497,0.5265,-0.42700845,0.0405,0,0.5265,0.43909362,0.5265,-0.986953497,0.5265,-0.10876631,0.0405,0,0.5265,-0.169192031,0.5265,-0.986953497,0.5265,-0.016113527
0.041019231,0,0.53325,-0.020141909,0.53325,-1.051407576,0.53325,-0.290043473,0.041019231,0,0.53325,0.281986713,0.53325,-0.999038696,0.53325,-0.42298007,0.041019231,0,0.53325,0.43103683,0.53325,-0.990981877,0.53325,-0.104737923,0.041019231,0,0.53325,-0.173220411,0.53325,-0.995010257,0.53325,-0.012085145
0.041538462,0,0.54,-0.020141909,0.54,-1.047379255,0.54,-0.277958333,0.041538462,0,0.54,0.277958333,0.54,-0.995010257,0.54,-0.42700845,0.041538462,0,0.54,0.40686655,0.54,-0.990981877,0.54,-0.100709543,0.041538462,0,0.54,-0.177248791,0.54,-0.999038696,0.54,-0.024170291
0.042057692,0,0.54675,-0.012085145,0.54675,-1.047379255,0.54675,-0.261844814,0.042057692,0,0.54675,0.257816434,0.54675,-0.990981877,0.54675,-0.43103683,0.042057692,0,0.54675,0.398809791,0.54675,-0.986953497,0.54675,-0.088624395,0.042057692,0,0.54675,-0.161135271,0.54675,-0.999038696,0.54675,-0.040283818
